Car Name,Car Brand,Car Model,Manufacture Year,Body Type,Fuel Type,Mileage,Transmission,Color,Price,Installment,Condition,Seating Capacity,Location,Sales Channel
2010 Nissan Grand Livina 1.6 Impul MPV (TT),Nissan,Grand Livina,2010,MPV,Petrol - Unleaded (ULP),160 - 165K KM    ,Automatic,White,17800,RM 231/month,http://schema.org/UsedCondition,7,"Johor, Kota Tinggi ",Dealer                                            
2020 Toyota Voxy 2.0 ZS Kirameki III Edition MPV Unregistered Kirameki Body Styling Multi Function Steering  KeyLess Entry  Push Start  Cruise Contro,Toyota,Voxy,2020,MPV,Petrol - Unleaded (ULP),15 - 20K KM    ,Automatic,White,158444,"RM 2,054/month",http://schema.org/RefurbishedCondition,7,"Selangor, Klang ",Dealer                                            
2013 Honda CR-Z 1.5 Hybrid i-VTEC Hatchback FREE TINTED,Honda,CR-Z,2013,Hatchback,Hybrid,80 - 85K KM    ,Automatic,White,34800,RM 451/month,http://schema.org/UsedCondition,4,"Johor, Johor Bahru ",Dealer                                            
2020 Toyota Voxy 2.0 ZS Kirameki III Edition MPV Unregistered 7 Speed Auto Kirameki Body Styling Multi Function Steering  KeyLess Entry  Push Start,Toyota,Voxy,2020,MPV,Petrol - Unleaded (ULP),15 - 20K KM    ,Automatic,White,158333,"RM 2,053/month",http://schema.org/RefurbishedCondition,7,"Selangor, Klang ",Sales Agent                                            
2020 Toyota Voxy 2.0 ZS Kirameki III Edition MPV Unregistered KeyLess Entry  Push Start  Cruise Control  Front View Camera  Reverse Camera Dual Zone,Toyota,Voxy,2020,MPV,Petrol - Unleaded (ULP),15 - 20K KM    ,Automatic,White,158111,"RM 2,050/month",http://schema.org/RefurbishedCondition,7,"Selangor, Klang ",Dealer                                            
"2020 Mercedes-Benz GLC300 2.0 4MATIC AMG Line Coupe (Japan Spec) BURMESTER Sound System, 360 Camera, Head Up Display, Black Leather Ventilated Seat",Mercedes-Benz,GLC300,2020,Coupe,Petrol - Unleaded (ULP),15 - 20K KM    ,Automatic,White,322000,"RM 4,175/month",http://schema.org/RefurbishedCondition,5,"Kuala Lumpur, Old Klang Road ",Sales Agent                                            
2020 Mitsubishi Outlander 2.4 SUV,Mitsubishi,Outlander,2020,SUV,Petrol - Unleaded (ULP),80 - 85K KM    ,Automatic,Red,80888,"RM 1,049/month",http://schema.org/UsedCondition,7,"Selangor, Kajang ",Sales Agent                                            
2015 Mazda 2 1.5 SKYACTIV-G Sedan,Mazda,2,2015,Sedan,Petrol - Unleaded (ULP),85 - 90K KM    ,Automatic,Red,35888,RM 465/month,http://schema.org/UsedCondition,5,"Selangor, Seri Kembangan ",Sales Agent                                            
"2015 Mazda 2 1.5 SKYACTIV-G Hatchback, original mileage, full service record",Mazda,2,2015,Hatchback,Petrol - Unleaded (ULP),95 - 100K KM    ,Automatic,Red,31888,RM 413/month,http://schema.org/UsedCondition,5,"Selangor, Seri Kembangan ",Sales Agent                                            
2016 Perodua Myvi 1.5 SE Hatchback,Perodua,Myvi,2016,Hatchback,Petrol - Unleaded (ULP),85 - 90K KM    ,Automatic,White,34800,RM 451/month,http://schema.org/UsedCondition,5,"Johor, Masai ",Sales Agent                                            
2015 Nissan Grand Livina 1.8 Comfort MPV,Nissan,Grand Livina,2015,MPV,Petrol - Unleaded (ULP),85 - 90K KM    ,Automatic,Bronze,33000,RM 428/month,http://schema.org/UsedCondition,7,"Johor, Masai ",Sales Agent                                            
2017 Toyota Vios 1.5 J Sedan,Toyota,Vios,2017,Sedan,Petrol - Unleaded (ULP),65 - 70K KM    ,Automatic,Grey,47000,RM 609/month,http://schema.org/UsedCondition,5,"Johor, Masai ",Sales Agent                                            
2014 Honda City 1.5 V i-VTEC Sedan FREE TINTED,Honda,City,2014,Sedan,Petrol - Unleaded (ULP),70 - 75K KM    ,Automatic,Green,34800,RM 451/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Dealer                                            
2016 Proton Preve 1.6 CFE Premium Sedan,Proton,Preve,2016,Sedan,Petrol - Unleaded (ULP),90 - 95K KM    ,Automatic,Grey,26800,RM 347/month,http://schema.org/UsedCondition,5,"Johor, Gelang Patah ",Dealer                                            
2020 TOYOTA ESTIMA 2.4 AERAS PREMIUM G (27K MILEAGE) REAR DIGITAL AIRCOND CLIMATE WITH 3RD ROW ELECTRIC SEATS,Toyota,Estima,2020,MPV,Petrol - Unleaded (ULP),20 - 25K KM    ,Automatic,Silver,192000,"RM 2,489/month",http://schema.org/RefurbishedCondition,7,"Kuala Lumpur, Setapak ",Sales Agent                                            
2015 Honda HR-V 1.8 i-VTEC E SUV,Honda,HR-V,2015,SUV,Petrol - Unleaded (ULP),115 - 120K KM    ,Automatic,White,48000,RM 622/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
2017 BMW 318i 1.5 Luxury Sedan,BMW,318i,2017,Sedan,Petrol - Unleaded (ULP),70 - 75K KM    ,Automatic,Black,64000,RM 830/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
2020 Toyota Crown RS Advanced 2.0 Turbo Sedan Unregistered Intelligent Clearance Sonar  Blind Spot Mirror Auto High Beam Road Sign Assist  Radar Crui,Toyota,Crown,2020,Sedan,Petrol - Unleaded (ULP),25 - 30K KM    ,Automatic,White,208222,"RM 2,699/month",http://schema.org/RefurbishedCondition,5,"Selangor, Klang ",Sales Agent                                            
2021 Toyota GR Yaris RZ High Performance Hatchback 1.6 Turbo (M) Four All Wheel Drive Unregistered TRC  Electronic Brake Distribution  ABS  3 Eyes LED,Toyota,GR Yaris,2021,Hatchback,Petrol - Unleaded (ULP),25 - 30K KM    ,Manual,Red,193888,"RM 2,514/month",http://schema.org/RefurbishedCondition,4,"Selangor, Klang ",Sales Agent                                            
2022 Toyota GR Supra 2.0 Turbo SZ-R Spec Coupe Unregistered  Japan Spec  255 Hp 0-100 Km/h 5.2 Sec  Top Speed 250 Km/h  8 Speed Auto ZF  Paddle Shift,Toyota,GR Supra,2022,Coupe,Petrol - Unleaded (ULP),10 - 15K KM    ,Automatic,Red,265222,"RM 3,438/month",http://schema.org/RefurbishedCondition,2,"Selangor, Klang ",Sales Agent                                            
2020 Toyota GR Supra 3.0 RZ Spec Coupe Auto Unregistered Paddle Shift  19 Inch TRD Forged Rim Full Leather Seat  Power Seat Memory Seat  JBL Sound Sys,Toyota,GR Supra,2020,Coupe,Petrol - Unleaded (ULP),15 - 20K KM    ,Automatic,Grey,285888,"RM 3,706/month",http://schema.org/RefurbishedCondition,2,"Selangor, Klang ",Sales Agent                                            
2021 Toyota Land Cruiser Prado 2.8 TX-L SUV Unregistered 6 Speed Auto  201 Hp 17 Inch Original Rim Reverse Camera Full Leather Seat  Power Seat  Mult,Toyota,Land Cruiser Prado,2021,SUV,Diesel,25 - 30K KM    ,Automatic,Black,248888,"RM 3,227/month",http://schema.org/RefurbishedCondition,5,"Selangor, Klang ",Sales Agent                                            
2022 Toyota Voxy 2.0 S-G Spec Dynamic Force MPV Unregistered LED Rear Lights  PKSB Road Sign Assist  Pre-Collision System  Multi Function Steering  16,Toyota,Voxy,2022,MPV,Petrol - Unleaded (ULP),25 - 30K KM    ,Automatic,White,173222,"RM 2,246/month",http://schema.org/RefurbishedCondition,7,"Selangor, Klang ",Sales Agent                                            
2022 Toyota Voxy 2.0 S-Z Spec Dynamic Force MPV Unregistered Multi Function Steering  17 Inch Original Rim  Reverse Camera  KeyLess Entry  Push Start,Toyota,Voxy,2022,MPV,Petrol - Unleaded (ULP),20 - 25K KM    ,Automatic,White,188222,"RM 2,440/month",http://schema.org/RefurbishedCondition,7,"Selangor, Klang ",Sales Agent                                            
2022 Toyota Voxy 2.0 S-Z Spec Dynamic Force MPV Unregistered 17 Inch Original Rim  Reverse Camera  KeyLess Entry  Push Start  Auto Start/Stop  Electro,Toyota,Voxy,2022,MPV,Petrol - Unleaded (ULP),20 - 25K KM    ,Automatic,White,188555,"RM 2,444/month",http://schema.org/RefurbishedCondition,7,"Selangor, Klang ",Sales Agent                                            
2021 Toyota GR Supra 2.0 Turbo SZ Spec Coupe Unregistered 8 Speed Auto ZF  Paddle Shift  Fabric Sport Seat  6 Way Manual Adjust Seat  KeyLess Entry  P,Toyota,GR Supra,2021,Coupe,Petrol - Unleaded (ULP),10 - 15K KM    ,Automatic,Black,218222,"RM 2,829/month",http://schema.org/RefurbishedCondition,2,"Selangor, Klang ",Sales Agent                                            
2022 Toyota Voxy 2.0 S-Z Spec Dynamic Force MPV Unregistered LED Day Lights  LED Rear Lights  Head Up Display  PKSB Rear Camera Detection  Safe Exit A,Toyota,Voxy,2022,MPV,Petrol - Unleaded (ULP),20 - 25K KM    ,Automatic,White,188888,"RM 2,449/month",http://schema.org/RefurbishedCondition,7,"Selangor, Klang ",Sales Agent                                            
2024 Ford Ranger 2.0 XLT Dual Cab Pickup Truck,Ford,Ranger,2024,Pickup Truck,Diesel,10 - 15K KM    ,Automatic,Grey,107000,"RM 1,387/month",http://schema.org/UsedCondition,5,"Selangor, Shah Alam ",Sales Agent                                            
2022 Toyota GR Supra 2.0 Turbo SZ-R Spec Coupe Unregistered Tire Pressure Monitoring System Auto Start Stop Electronic Parking Brake  LED Day Lights,Toyota,GR Supra,2022,Coupe,Petrol - Unleaded (ULP),10 - 15K KM    ,Automatic,Silver,263333,"RM 3,414/month",http://schema.org/RefurbishedCondition,2,"Selangor, Klang ",Sales Agent                                            
2022 Toyota Voxy 1.8 Hybrid S-Z Spec Dynamic Force 4WD MPV Unregistered Rear Cotton Sun Shade  Surround View Camera  KeyLess Entry  Push Start  Auto,Toyota,Voxy,2022,MPV,Petrol - Unleaded (ULP),15 - 20K KM    ,Automatic,Black,198111,"RM 2,568/month",http://schema.org/RefurbishedCondition,7,"Selangor, Klang ",Dealer                                            
2022 Toyota Voxy 2.0 S-G Spec Dynamic Force MPV Unregistered Fabric Seat  LED Head Lights  LED Day Lights  LED Rear Lights  PKSB Road Sign Assist  Pre,Toyota,Voxy,2022,MPV,Petrol - Unleaded (ULP),25 - 30K KM    ,Automatic,White,173333,"RM 2,247/month",http://schema.org/RefurbishedCondition,7,"Selangor, Klang ",Sales Agent                                            
2022 Toyota Voxy 2.0 S-Z Spec Dynamic Force MPV Unregistered PKSB Rear Camera Detection  Safe Exit Assist  Road Sign Assist  Blind Spot Assist  Pre-Co,Toyota,Voxy,2022,MPV,Petrol - Unleaded (ULP),20 - 25K KM    ,Automatic,White,188999,"RM 2,450/month",http://schema.org/RefurbishedCondition,7,"Selangor, Klang ",Sales Agent                                            
2022 Toyota Voxy 2.0 S-Z Spec Dynamic Force MPV Unregistered 17 Inch Original Rim  Reverse Camera  KeyLess Entry  Push Start  Auto Start/Stop  Electro,Toyota,Voxy,2022,MPV,Petrol - Unleaded (ULP),20 - 25K KM    ,Automatic,White,188777,"RM 2,447/month",http://schema.org/RefurbishedCondition,7,"Selangor, Klang ",Dealer                                            
2017 Peugeot 3008 1.6 THP Allure SUV CHEAPEST CONTINENTAL SUV SUPERB CONDITION,Peugeot,3008,2017,SUV,Petrol - Unleaded (ULP),85 - 90K KM    ,Automatic,White,41999,RM 544/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
2022 Toyota Voxy 2.0 S-Z Spec Dynamic Force MPV Unregistered PKSB Rear Camera Detection  Safe Exit Assist  Road Sign Assist  Blind Spot Assist  Pre-Co,Toyota,Voxy,2022,MPV,Petrol - Unleaded (ULP),20 - 25K KM    ,Automatic,White,188444,"RM 2,443/month",http://schema.org/RefurbishedCondition,7,"Selangor, Klang ",Dealer                                            
2022 Toyota Voxy 2.0 S-Z Spec Dynamic Force MPV Unregistered Head Up Display  PKSB Rear Camera Detection  Safe Exit Assist  Road Sign Assist  Blind Sp,Toyota,Voxy,2022,MPV,Petrol - Unleaded (ULP),20 - 25K KM    ,Automatic,White,188666,"RM 2,446/month",http://schema.org/RefurbishedCondition,7,"Selangor, Klang ",Sales Agent                                            
2022 Toyota Voxy 2.0 S-Z Spec Dynamic Force MPV Unregistered Rear Camera Detection  Safe Exit Assist  Road Sign Assist  Blind Spot Assist  Pre-Collisi,Toyota,Voxy,2022,MPV,Petrol - Unleaded (ULP),20 - 25K KM    ,Automatic,White,188333,"RM 2,442/month",http://schema.org/RefurbishedCondition,7,"Selangor, Klang ",Sales Agent                                            
2022 Toyota Voxy 2.0 S-Z Spec Dynamic Force MPV Unregistered 2.0 Dynamic Force Engine  167 Hp  Direct-Shift CVT Auto Transmission  Dual Power Door  Ha,Toyota,Voxy,2022,MPV,Petrol - Unleaded (ULP),20 - 25K KM    ,Automatic,White,188111,"RM 2,439/month",http://schema.org/RefurbishedCondition,7,"Selangor, Klang ",Dealer                                            
2016 Mazda CX-5 2.2 DIESEL Tip Top Cheapest,Mazda,CX-5,2016,SUV,Diesel,80 - 85K KM    ,Automatic,Grey,43999,RM 570/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
2018 Perodua ALZA 1.5 SE DVVT MPV Car King,Perodua,Alza,2018,MPV,Petrol - Unleaded (ULP),65 - 70K KM    ,Automatic,Black,37999,RM 493/month,http://schema.org/UsedCondition,7,"Johor, Johor Bahru ",Sales Agent                                            
Honda Jazz 1.5 Facelift 2013 Loan Kedai/Bank/Credit,Honda,Jazz,2013,Hatchback,Petrol - Unleaded (ULP),90 - 95K KM    ,Automatic,White,33800,RM 438/month,http://schema.org/UsedCondition,5,"Selangor, Kajang ",Sales Agent                                            
2014 MINI 3 Door 1.5 Cooper Hatchback Loan Kedai/Bank/Credit,MINI,3 Door,2014,Hatchback,Petrol - Unleaded (ULP),110 - 115K KM    ,Automatic,White,63800,RM 827/month,http://schema.org/UsedCondition,4,"Selangor, Kajang ",Sales Agent                                            
-2015- Honda City 1.5 V i-VTEC Sedan CHEAPEST / LON WELCOME,Honda,City,2015,Sedan,Petrol - Unleaded (ULP),85 - 90K KM    ,Automatic,Grey,35999,RM 467/month,http://schema.org/UsedCondition,5,"Johor, Skudai ",Sales Agent                                            
2022 Toyota Innova 2.0 G MPV Warranty,Toyota,Innova,2022,MPV,Petrol - Unleaded (ULP),70 - 75K KM    ,Automatic,White,93800,"RM 1,216/month",http://schema.org/UsedCondition,8,"Johor, Johor Bahru ",Sales Agent                                            
2015 Honda Accord 2.0 i-VTEC VTi-L Sedan,Honda,Accord,2015,Sedan,Petrol - Unleaded (ULP),90 - 95K KM    ,Automatic,Black,58000,RM 752/month,http://schema.org/UsedCondition,5,"Johor, Skudai ",Sales Agent                                            
YEAR END SALES 2019 MERCEDES BENZ A180 1.3 STYLE AMG LINE UNREG SPOILER BSM READY STOCK UNIT FAST APPROVAL,Mercedes-Benz,A180,2019,Hatchback,Petrol - Unleaded (ULP),20 - 25K KM    ,Automatic,White,151900,"RM 1,969/month",http://schema.org/RefurbishedCondition,5,"Kuala Lumpur, Jln Ampang ",Dealer                                            
2017 Nissan Serena 2.0 S-Hybrid High-Way Star Premium MPV,Nissan,Serena,2017,MPV,Hybrid,90 - 95K KM    ,Automatic,Grey,54800,RM 710/month,http://schema.org/UsedCondition,8,"Johor, Johor Bahru ",Sales Agent                                            
2015 Honda City 1.5 S+ i-VTEC Sedan,Honda,City,2015,Sedan,Petrol - Unleaded (ULP),105 - 110K KM    ,Automatic,Grey,34800,RM 451/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
RYFT EXHAUST SYSTEM 2018 Lamborghini Huracan 5.2 Performante Coupe,Lamborghini,Huracan,2018,Coupe,Petrol - Unleaded (ULP),10 - 15K KM    ,Automatic,Black,1388888,"RM 18,006/month",http://schema.org/UsedCondition,2,"Kuala Lumpur, Cheras ",Dealer                                            
BESTBUY Mercedes-Benz GLB250 2.0 4MATIC AMG 7 SEATERS PREMIUM SPEC HUD - VALUEBUY FREE WARRANTY,Mercedes-Benz,GLB250,2020,SUV,Petrol - Unleaded (ULP),25 - 30K KM    ,Automatic,White,239000,"RM 3,098/month",http://schema.org/RefurbishedCondition,7,"Kuala Lumpur, KLCC ",Sales Agent                                            
BESTBUY Mercedes-Benz GLB250 2.0 4MATIC AMG 7 SEATERS PREMIUM SPEC HUD - VALUEBUY FREE WARRANTY,Mercedes-Benz,GLB250,2020,SUV,Petrol - Unleaded (ULP),25 - 30K KM    ,Automatic,White,239000,"RM 3,098/month",http://schema.org/RefurbishedCondition,7,"Kuala Lumpur, KLCC ",Sales Agent                                            
2018 Mercedes-Benz C200 1.5 AMG Line Sedan Warranty,Mercedes-Benz,C200,2018,Sedan,Petrol - Unleaded (ULP),90 - 95K KM    ,Automatic,Black,127800,"RM 1,657/month",http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
2015 Honda HR-V 1.8 i-VTEC V SUV,Honda,HR-V,2015,SUV,Petrol - Unleaded (ULP),95 - 100K KM    ,Automatic,White,49000,RM 635/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
2017 Volkswagen Passat 1.8 280 TSI Comfortline Plus Sedan,Volkswagen,Passat,2017,Sedan,Petrol - Unleaded (ULP),65 - 70K KM    ,Automatic,Brown,49800,RM 646/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
2018/21 Land Rover Range Rover Sport 3.0 HSE Dynamic *DIRECT OWNER*,Land Rover,Range Rover Sport,2018,SUV,Petrol - Unleaded (ULP),115 - 120K KM    ,Automatic,White,259000,"RM 3,358/month",http://schema.org/UsedCondition,5,"Kuala Lumpur, Jalan Puchong ",Sales Agent                                            
2011 Ferrari 458 Italia 4.5 Coupe,Ferrari,458 Italia,2011,Coupe,Petrol - Unleaded (ULP),60 - 65K KM    ,Automatic,Red,768000,"RM 9,957/month",http://schema.org/UsedCondition,2,"Kuala Lumpur, Cheras ",Dealer                                            
2015 Lexus NX200T 2.0 SUV NICE NUMBER WITH 2 YEAR WARRANTY,Lexus,NX200t,2015,SUV,Petrol - Unleaded (ULP),80 - 85K KM    ,Automatic,White,113888,"RM 1,476/month",http://schema.org/UsedCondition,5,"Selangor, Kajang ",Sales Agent                                            
2019 Proton Saga 1.3 Executive Sedan,Proton,Saga,2019,Sedan,Petrol - Unleaded (ULP),70 - 75K KM    ,Automatic,Silver,23800,RM 309/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
2018  5yr warranty Mitsubishi Triton 2.4 VGT Athlete Dual Cab,Mitsubishi,Triton,2018,Pickup Truck,Diesel,60 - 65K KM    ,Automatic,Black,74999,RM 972/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
2015 Volkswagen Polo 1.6 Hatchback,Volkswagen,Polo,2015,Hatchback,Petrol - Unleaded (ULP),90 - 95K KM    ,Automatic,Red,23800,RM 309/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
2023 Perodua Alza 1.5 AV MPV,Perodua,Alza,2023,MPV,Petrol - Unleaded (ULP),25 - 30K KM    ,Automatic,Black,70800,RM 918/month,http://schema.org/UsedCondition,7,"Johor, Johor Bahru ",Sales Agent                                            
UNREG 2020 Porsche 911 CARRERA 4S 992 3.0 C4S  Miami Blue,Porsche,911,2020,Coupe,Petrol - Unleaded (ULP),35 - 40K KM    ,Automatic,Blue,750000,"RM 9,723/month",http://schema.org/RefurbishedCondition,4,"Kuala Lumpur, Pudu ",Dealer                                            
2022 TOYOTA LAND CRUISER LC300 GR 3.3,Toyota,Land Cruiser,2022,SUV,Diesel,15 - 20K KM    ,Automatic,Black,463000,"RM 6,002/month",http://schema.org/RefurbishedCondition,5,"Selangor, Shah Alam ",Broker                                            
"2018/21 MERCEDES-BENZ C63 AMG 4.0 S Coupe, PANORAMIC ROOF, BURMESTER SOUND, SPORT EXHAUST, AMBIENT LIGHT, AMG SPORT SEATS",Mercedes-Benz,C63 AMG,2018,Coupe,Petrol - Unleaded (ULP),120 - 125K KM    ,Automatic,White,328000,"RM 4,252/month",http://schema.org/UsedCondition,4,"Selangor, Klang ",Sales Agent                                            
2014 BMW 740i 3.0 Sedan,BMW,740i,2014,Sedan,Petrol - Unleaded (ULP),140 - 145K KM    ,Automatic,Gold,54000,RM 700/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
2023 LAND ROVER DEFENDER 90,Land Rover,Defender,2023,SUV,Petrol - Unleaded (ULP),0 - 5K KM    ,Automatic,Black,365000,"RM 4,732/month",http://schema.org/RefurbishedCondition,5,"Selangor, Shah Alam ",Broker                                            
2020 Honda Accord 1.5 TC VTEC Sedan,Honda,Accord,2020,Sedan,Petrol - Unleaded (ULP),70 - 75K KM    ,Automatic,Silver,105000,"RM 1,361/month",http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
2016 Mercedes-Benz C200 2.0 Coupe,Mercedes-Benz,C200,2016,Coupe,Petrol - Unleaded (ULP),95 - 100K KM    ,Automatic,Black,143000,"RM 1,854/month",http://schema.org/UsedCondition,4,"Johor, Johor Bahru ",Sales Agent                                            
"2020 Audi RS5 2.9 Quattro Sedan (White) Japan Spec, B&O Sound, MMi, Pre-Sense, Sun Roof, Ambient Light, Carbon Interior, 4 CAM, Massage Seat, PWR Boot",Audi,RS5,2020,Hatchback,Petrol - Unleaded (ULP),60 - 65K KM    ,Automatic,White,428000,"RM 5,549/month",http://schema.org/RefurbishedCondition,5,"Kuala Lumpur, Old Klang Road ",Sales Agent                                            
"2018/23 PORSCHE 911 3.0 CARRERA COUPE, SPORT CHRONO, BOSE SOUND, PASM, PDLS, SATIN SILVER WRAPPING",Porsche,911,2018,Coupe,Petrol - Unleaded (ULP),45 - 50K KM    ,Automatic,Silver,515000,"RM 6,677/month",http://schema.org/UsedCondition,4,"Selangor, Klang ",Sales Agent                                            
2010 Toyota Land Cruiser Prado 2.7 TX SUV,Toyota,Land Cruiser Prado,2010,SUV,Petrol - Unleaded (ULP),95 - 100K KM    ,Automatic,Gold,82000,"RM 1,063/month",http://schema.org/UsedCondition,7,"Johor, Ulu Tiram ",Sales Agent                                            
2006 Toyota Caldina 2.0 ZT Wagon,Toyota,Caldina,2006,Wagon,Petrol - Unleaded (ULP),175 - 180K KM    ,Automatic,White,16000,RM 207/month,http://schema.org/UsedCondition,5,"Johor, Ulu Tiram ",Sales Agent                                            
2017 Nissan Serena 2.0 S-Hybrid High-Way Star MPV,Nissan,Serena,2017,MPV,Hybrid,90 - 95K KM    ,Automatic,Black,54800,RM 710/month,http://schema.org/UsedCondition,8,"Johor, Ulu Tiram ",Sales Agent                                            
2016 Honda Accord 2.4 i-VTEC VTi-L Sedan,Honda,Accord,2016,Sedan,Petrol - Unleaded (ULP),80 - 85K KM    ,Automatic,Silver,76000,RM 985/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
2016 Lexus RX200t 2.0 - F SPORT *DIRECT OWNER* *ORI MILLEAGE*,Lexus,RX200t,2016,SUV,Petrol - Unleaded (ULP),190 - 195K KM    ,Automatic,Black,168000,"RM 2,178/month",http://schema.org/UsedCondition,5,"Kuala Lumpur, Jalan Puchong ",Sales Agent                                            
TOYOTA COROLLA CROSS 1.8 GR SPORT #LOW MILEAGE 23KM #FULL SERVICE RECORD BY TOYOTA MALAYSIA #UNDER WARRANTY TILL JUNE 2028 #APPLE CARPLAY #BESTDEALS,Toyota,Corolla Cross,2023,SUV,Petrol - Unleaded (ULP),23088 KM    ,Automatic,Blue,122800,"RM 1,592/month",http://schema.org/UsedCondition,5,"Selangor, Kajang ",Dealer                                            
2019/22 Lamborghini Urus 4.0 SUV *careful owner* *direct owner*,Lamborghini,Urus,2019,SUV,Petrol - Unleaded (ULP),30 - 35K KM    ,Automatic,Yellow,1199000,"RM 15,544/month",http://schema.org/UsedCondition,4,"Kuala Lumpur, Jalan Puchong ",Sales Agent                                            
2019 Volvo S60 2.0 Recharge T8 R-Design Sedan,Volvo,S60,2019,Sedan,Hybrid,45 - 50K KM    ,Automatic,Black,148000,"RM 1,919/month",http://schema.org/UsedCondition,5,"Selangor, Shah Alam ",Sales Agent                                            
2016 Nissan X-Trail 2.0 SUV,Nissan,X-Trail,2016,SUV,Petrol - Unleaded (ULP),85 - 90K KM    ,Automatic,White,38800,RM 503/month,http://schema.org/UsedCondition,7,"Johor, Ulu Tiram ",Sales Agent                                            
2021 Toyota Corolla Altis 1.8 G Sedan,Toyota,Corolla Altis,2021,Sedan,Petrol - Unleaded (ULP),35 - 40K KM    ,Automatic,White,124000,"RM 1,608/month",http://schema.org/UsedCondition,5,"Johor, Skudai ",Sales Agent                                            
"2019 Land Rover Range Rover 4.4 SDV8 Vogue SUV (Dark Blue) PAN Roof, Air Matic SUS, Meridian, Power Boot, Auto Side Step",Land Rover,Range Rover,2019,SUV,Diesel,30 - 35K KM    ,Automatic,Blue,394000,"RM 5,108/month",http://schema.org/RefurbishedCondition,5,"Kuala Lumpur, Old Klang Road ",Sales Agent                                            
2002 Mercedes-Benz C180 1.8 Classic Sedan SportCoup Avantgarde CL203 Tip Top Condition,Mercedes-Benz,C180K,2002,Sedan,Petrol - Unleaded (ULP),190 - 195K KM    ,Automatic,Black,55800,RM 723/month,http://schema.org/UsedCondition,5,"Selangor, Cheras ",Sales Agent                                            
2020 Lexus NX300 Spice&Chic,Lexus,NX300,2020,SUV,Petrol - Unleaded (ULP),20 - 25K KM    ,Automatic,Silver,208000,"RM 2,697/month",http://schema.org/RefurbishedCondition,5,"Selangor, Klang ",Broker                                            
2023 Honda FIT 1.5 RS Hatchback,Honda,FIT,2023,Hatchback,Petrol - Unleaded (ULP),90 - 95K KM    ,Automatic,Beige,126000,"RM 1,634/month",http://schema.org/UsedCondition,4,"Johor, Ulu Tiram ",Sales Agent                                            
-2017- Peugeot 3008 1.6 THP Allure SUV FULL LON WELCOME / EASY APPLY LON,Peugeot,3008,2017,SUV,Petrol - Unleaded (ULP),75 - 80K KM    ,Automatic,White,41999,RM 544/month,http://schema.org/UsedCondition,5,"Johor, Skudai ",Sales Agent                                            
2022 Subaru XV 2.0 P EyeSight SUV + TipTop Condition + Sime Darby Premium Multi-Brands Cars Deales + TRUSTED DEALER + Cars for sale +,Subaru,XV,2022,SUV,Petrol - Unleaded (ULP),35 - 40K KM    ,Automatic,Blue,95000,"RM 1,232/month",http://schema.org/UsedCondition,5,"Kuala Lumpur, Chan Sow Lin ",Sales Agent                                            
2020 MINI Countryman 2.0 Cooper S Sports SUV (Trusted Dealer & No Any Hidden Fees),MINI,Countryman,2020,SUV,Petrol - Unleaded (ULP),80 - 85K KM    ,Automatic,Red,145000,"RM 1,880/month",http://schema.org/UsedCondition,5,"Selangor, Petaling Jaya ",Sales Agent                                            
2017 Honda Civic 1.5 TC VTEC Premium Sedan,Honda,Civic,2017,Sedan,Petrol - Unleaded (ULP),75 - 80K KM    ,Automatic,Black,86999,"RM 1,128/month",http://schema.org/UsedCondition,5,"Johor, Pasir Gudang ",Sales Agent                                            
2016 Mercedes-Benz GLC250 2.0 4MATIC AMG Line SUV (SIME DARBY TRUSTED DEALER),Mercedes-Benz,GLC250,2016,SUV,Petrol - Unleaded (ULP),95 - 100K KM    ,Automatic,Black,120000,"RM 1,556/month",http://schema.org/UsedCondition,5,"Selangor, Subang Jaya ",Sales Agent                                            
2022 Land Rover Defender 2.0 90 P300 X-Dynamic HSE FULL SPEC Grade 5AA Condition,Land Rover,Defender,2022,SUV,Petrol - Unleaded (ULP),0 - 5K KM    ,Automatic,Bronze,425000,"RM 5,510/month",http://schema.org/RefurbishedCondition,5,"Penang, Georgetown ",Sales Agent                                            
