Car Name,Car Brand,Car Model,Manufacture Year,Body Type,Fuel Type,Mileage,Transmission,Color,Price,Installment,Condition,Seat Capacity,Location,Sales Channel,URL
2017 Mercedes-Benz E200 2.0 Avantgarde Sedan + top condition + LED + GPS + WARRANTY,Mercedes-Benz,E200,2017,Sedan,Petrol - Unleaded (ULP),60 - 65K KM,Automatic,Grey,119888,"RM 1,554/month",Used,5,"Selangor , Puchong",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3533&page_size=25#listing_14196808
"2023 Lexus RX350 2.4 F Sport SUV [panoramic , 4cam ] Mileage 8K",Lexus,RX350,2023,SUV,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,Black,410000,"RM 5,315/month",Used,5,"Kuala Lumpur , Old Klang Road",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3533&page_size=25#listing_15278686
2023 TOYOTA ALPHARD 2.5 Z with Ori Modelista Body Kit / HUD,Toyota,Alphard,2023,MPV,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,White,369000,"RM 4,784/month",Used,7,"Selangor , Subang Jaya",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3533&page_size=25#listing_15868534
Honda N-Box Custom 0.7 G 660 JF3 Hatchback 13KM+ DUAL PWR SLIDING DOOR BSM LANE KEEPING BLIND SPOT REVERSE CAM SINGLE CAREFUL FAMILY OWNER,Honda,N-Box Custom,2018,Hatchback,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Brown,70800,RM 918/month,Used,4,"Selangor , Seri Kembangan",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3533&page_size=25#listing_14206594
(END YEAR PROMOTION) 2018 Proton Persona 1.6 Standard Sedan,Proton,Persona,2018,Sedan,Petrol - Unleaded (ULP),100 - 105K KM,Automatic,Grey,31000,RM 402/month,Used,5,"Perak , Ipoh",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3533&page_size=25#listing_15832699
2016 Toyota Vios 1.5 G Sedan PREMIUM HIGH SPEC BLACK EDITION 2 YEAR WARRANTY,Toyota,Vios,2016,Sedan,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,Red,39888,RM 517/month,Used,5,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3533&page_size=25#listing_15619822
SPECIAL PROMO 2023 Toyota Vellfire 2.4 Z Premier premium BROWN LEATHER 4CAM BSM DIM HUD OFFER UNREG,Toyota,Vellfire,2023,MPV,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,White,459000,"RM 5,951/month",Used,7,"Kuala Lumpur , Sungai Besi",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3533&page_size=25#listing_15710119
PROTON S70 DECEMBER HIGH REBATE Free Aerokit READY STOCK Limited United Only,Proton,S70,2024,Sedan,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,Black,89500,"RM 1,160/month",New,5,"Selangor , Shah Alam",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3533&page_size=25#listing_15840624
X50 PREMIUM RC JUALAN AKHIR TAHUN CASH REBATE TINGGI & ReadyStock,Proton,X50,2024,SUV,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,Silver,92300,"RM 1,197/month",New,5,"Selangor , Petaling Jaya",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3533&page_size=25#listing_15586502
2022 Land Rover Defender 2.0 110 P300 SUV HI LOW SUSPENSION 13K MILEAGE JAPAN UNREG RECON READY STOCK,Land Rover,Defender,2022,SUV,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Grey,401000,"RM 5,199/month",Used,7,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_15885994
BESTBUY Mercedes-Benz CLA200 1.3 AMG Premium Plus EXCLUSIVE SPEC - PERFECT UNIT FREE WARRANTY,Mercedes-Benz,CLA200,2021,Coupe,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,Black,248000,"RM 3,215/month",Used,5,"Kuala Lumpur , KLCC",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_15089996
2004 Toyota Alphard 3.0 G 1MZ-FE MPV,Toyota,Alphard,2004,MPV,Petrol - Unleaded (ULP),160 - 165K KM,Automatic,White,39800,RM 516/month,Used,7,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_15886037
2021 Mercedes-Benz A250e PHEV EQ Power HYBRID Grade 5A Ready Stock,Mercedes-Benz,A250,2021,Hatchback,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,Silver,153333,"RM 1,988/month",Used,5,"Selangor , Kajang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_13826099
2022 Lexus RX300 2.0 F Sport SUV / FULLY LOADED / SUNROOF / 360 / HUD / BSM / 3 LED / RED INTERIOR / UNREG,Lexus,RX300,2022,SUV,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,Black,299000,"RM 3,876/month",Used,5,"Kuala Lumpur , Old Klang Road",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_15886008
2016 Honda Civic 1.5 TCP VTEC Premium Sedan,Honda,Civic,2016,Sedan,Petrol - Unleaded (ULP),125 - 130K KM,Automatic,Silver,73300,RM 950/month,Used,5,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_15885981
2022 Honda Civic 1.5 Hatchback EX (FL1) Ready Stocks 7 Years Warranty,Honda,Civic,2022,Hatchback,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,Blue,166333,"RM 2,156/month",Used,5,"Selangor , Bandar Baru Bangi",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_14228865
2021 Toyota Harrier 2.0 G,Toyota,Harrier,2021,SUV,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,Black,169000,"RM 2,191/month",Used,5,"Selangor , Bandar Baru Bangi",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_15295989
2021 Toyota Harrier 2.0 Z SPECIAL COLOUR INTERRIOR,Toyota,Harrier,2021,SUV,Petrol - Unleaded (ULP),40 - 45K KM,Automatic,White,182000,"RM 2,360/month",Used,5,"Selangor , Shah Alam",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_15743381
2018 Honda Civic 1.5 TC VTEC*1 CAREFUL OWNER*ACCIDENT FREE*PREMIUM CONDITION*,Honda,Civic,2018,Sedan,Petrol - Unleaded (ULP),70 - 75K KM,Automatic,White,89800,"RM 1,164/month",Used,5,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_15879496
"2021 Lexus RX300 2.0 F Sport SUV (Grade 5A) Black & White Leather, Panoramic Roof, 360 Camera",Lexus,RX300,2021,SUV,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,White,288000,"RM 3,734/month",Used,5,"Kuala Lumpur , Old Klang Road",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_15885552
"2021 Lexus RX300 2.0 F Sport SUV * Year End Sales * Panoramic Roof, Black Leather Seat, 3 Eyes LED",Lexus,RX300,2021,SUV,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,White,286000,"RM 3,708/month",Used,5,"Kuala Lumpur , Old Klang Road",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_15885419
"2021 Lexus RX300 2.0 F Sport SUV - Year End Sales * Panoramic Roof, Black Leather Interior, 3 Eyes LED",Lexus,RX300,2021,SUV,Petrol - Unleaded (ULP),30 - 35K KM,Automatic,White,283000,"RM 3,669/month",Used,5,"Kuala Lumpur , Old Klang Road",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_15884832
2022 BMW 218i Gran Coupe M Sport Pre-Owned Unit / Under BMW Manufacturing Warranty&BMW Free Service until 2027,BMW,218i,2022,Sedan,Petrol - Unleaded (ULP),60 - 65K KM,Automatic,White,155800,"RM 2,020/month",Used,5,"Kuala Lumpur , Jalan Kuching",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_15160215
DYNAMIC 2023 Land Rover Range Rover Sport P400 3.0,Land Rover,Range Rover Sport,2023,SUV,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,White,890000,"RM 11,538/month",Used,5,"Selangor , Petaling Jaya",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_14373461
Low Mileage 2019 Toyota Alphard 2.5 G X MPV,Toyota,Alphard,2019,MPV,Petrol - Unleaded (ULP),30 - 35K KM,Automatic,Black,178000,"RM 2,308/month",Used,8,"Selangor , Petaling Jaya",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_15693614
2022 JPN SPEC SUNROOF DIGITAL METER HUD 360CAM BURMESTER RECARO SEAT SPORT EXHAUST Mercedes-Benz A45 S AMG 2.0 4MATIC+ Hatchback UNREG,Mercedes-Benz,A45 AMG,2022,Hatchback,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,Black,349000,"RM 4,525/month",Used,5,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_15141558
2023 Mazda CX-5 2.0 SKYACTIV-G High SUV (Sime Darby Auto Selection Glenmarie),Mazda,CX-5,2023,SUV,Petrol - Unleaded (ULP),30 - 35K KM,Automatic,Blue,133000,"RM 1,724/month",Used,5,"Selangor , Shah Alam",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_15527551
2021 PANORAMIC SUNROOF BLACK INT 360CAM BSM APPLE PLAY Land Rover Defender P300 2.0 TURBO UNREG,Land Rover,Defender,2021,SUV,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,Black,367000,"RM 4,758/month",Used,7,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_14695613
2022 BLACK INT 10K KM DIESEL TWIN TURBO 360CAM REAR ENTERTAINMENT JBL BSM PRE CRASH Toyota Land Cruiser 3.3 ZX UNREG,Toyota,Land Cruiser,2022,SUV,Diesel,5 - 10K KM,Automatic,Black,478000,"RM 6,197/month",Used,7,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_14690207
2022 Toyota Land Cruiser 3.4 GR Sport SUV  5A Grade 3k Mileage Japan spec  Unregistered,Toyota,Land Cruiser,2022,SUV,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,White,458000,"RM 5,938/month",Used,7,"Kuala Lumpur , Old Klang Road",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_15631980
2022 HONDA CIVIC FL5 TYPE-R ___5A___READY STOCK__RECON_YEAR END OFFER,Honda,Civic,2022,Hatchback,Petrol - Unleaded (ULP),0 - 5K KM,Manual,Red,308000,"RM 3,993/month",Used,4,"Kuala Lumpur , Old Klang Road",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_15630531
2022 Toyota Harrier 2.0 Z LEATHER SUV MODELLISTA BODYKIT RAYS RIM FOC TINT AND COAT NO HIDDEN CHARGES,Toyota,Harrier,2022,SUV,Petrol - Unleaded (ULP),20 - 25K KM,Automatic,Black,196000,"RM 2,541/month",Used,5,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_15364471
"2020 Porsche Macan 2.0 SUV, Japan Spec, PDLS, 360 Camera, Black Half Alcantara Half Leather Seats, Privacy Glass, Luxury Comfortable SUV",Porsche,Macan,2020,SUV,Petrol - Unleaded (ULP),20 - 25K KM,Automatic,White,258000,"RM 3,345/month",Used,5,"Selangor , Klang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_15885625
2022 Bmw 430i 2.0 M SPORT 7k MIL UNDER WARRANTY BMW MALAYSIA,BMW,430i,2022,Coupe,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,Black,309999,"RM 4,019/month",Used,4,"Selangor , Cheras",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3534&page_size=25#listing_14104467
2019 BMW X4 2.0 xDrive30i M Sport SUV (Sime Darby Auto Selection),BMW,X4,2019,SUV,Petrol - Unleaded (ULP),45 - 50K KM,Automatic,Red,203000,"RM 2,632/month",Used,5,"Selangor , Shah Alam",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_14868890
2016 BMW M4 3.0 Coupe Carbon Interior Keyless Harmon Kardon HUD Stage 2 Immaculate Condition,BMW,M4,2016,Coupe,Petrol - Unleaded (ULP),75 - 80K KM,Automatic,Orange,223000,"RM 2,891/month",Used,4,"Kuala Lumpur , KLCC",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_15009083
"2013/2017 Ferrari 458 Italia Coupe 4.5 V8, Carbon Suspension Lifter, JBL Professional Sound System, Carbon Interior, Carbon Ceramic Disc, Huracan",Ferrari,458 Italia,2013,Coupe,Petrol - Unleaded (ULP),30 - 35K KM,Automatic,Red,930000,"RM 12,057/month",Used,2,"Selangor , Klang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_15885457
2023 Toyota Harrier 2.0 Luxury SUV 2.0 Z Digital Meter JBL 360 Camera PCS LDA DIM HUD BSM PB Unreg,Toyota,Harrier,2023,SUV,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,White,226000,"RM 2,930/month",Used,5,"Kuala Lumpur , Sungai Besi",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_15661350
March 2016 PORSCHE MACAN 2.0 Turbo (A) PDK Dual Clutch Super High Spec CBU imported Brand New From GERMANY by Local PORSCHE MALAYSIA 1 owner,Porsche,Macan,2016,SUV,Petrol - Unleaded (ULP),130 - 135K KM,Automatic,White,178000,"RM 2,308/month",Used,5,"Penang , Greenlane",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_13953631
2021 Toyota C-HR 1.2 GT Modellista TURBO PRICE CAN NGO UNTIL LET GO CHEAPER IN TOWN PLS CALL FOR VIEW AND OFFER PRICE FOR YOU FASTER FASTER FASTER,Toyota,C-HR,2021,SUV,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,Black,158000,"RM 2,048/month",Used,5,"Kuala Lumpur , Chan Sow Lin",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_15577591
2017 Nissan GT-R 3.8 Black Edition Coupe FULL SPEC MILEAGE 17K KM ONLY PRICE CAN NGO UNTIL LET GO CHEAPER IN TOWN PLS CALL FOR VIEW AND OFFER PRICE FO,Nissan,GT-R,2017,Coupe,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Gold,598000,"RM 7,753/month",Used,4,"Kuala Lumpur , Chan Sow Lin",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_14986405
2021 Perodua Aruz 1.5 AV SUV KING FULL SERVICE RECORD PUSH START REVERSE CAMERA LEATHER SEAT 1 YEAR WARRANTY FREE SERVICE ONE TIME OFFER PRICE NOW,Perodua,Aruz,2021,SUV,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,Silver,49900,RM 647/month,Used,7,"Selangor , Serdang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_14664342
2022 Lexus RC300 2.0 F Sport Coupe 5A,Lexus,RC300,2022,Coupe,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,White,260000,"RM 3,371/month",Used,4,"Selangor , Subang Jaya",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_15396179
2020 Volkswagen Golf GTi performance Hatchback,Volkswagen,Golf,2020,Hatchback,Petrol - Unleaded (ULP),20 - 25K KM,Automatic,Blue,183000,"RM 2,372/month",Used,5,"Selangor , Subang Jaya",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_15677556
2022 Porsche Macan 2.0 SUV - Japan Spec,Porsche,Macan,2022,SUV,Petrol - Unleaded (ULP),20 - 25K KM,Automatic,White,438118,"RM 5,680/month",Used,5,"Selangor , Petaling Jaya",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_15656322
2023 Mazda CX-8 2.5 SKYACTIV-G High Plus SUV (Sime Darby Auto Selection Glenmarie),Mazda,CX-8,2023,SUV,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,Blue,172000,"RM 2,230/month",Used,6,"Selangor , Shah Alam",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_15837782
2019 Honda Civic 2.0 Type R Hatchback,Honda,Civic,2019,Hatchback,Petrol - Unleaded (ULP),25 - 30K KM,Manual,Black,233000,"RM 3,021/month",Used,4,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_15678782
ORI 2020 Toyota Vios 1.5 E Sedan (A),Toyota,Vios,2020,Sedan,Petrol - Unleaded (ULP),30 - 35K KM,Automatic,Silver,59800,RM 775/month,Used,5,"Selangor , Cheras",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_15432802
2017 Toyota FORTUNER 2.7 SRZ 4x4 (A) HIGH SPEC [WARRANTY],Toyota,Fortuner,2017,SUV,Petrol - Unleaded (ULP),55 - 60K KM,Automatic,Gold,93900,"RM 1,217/month",Used,7,"Kuala Lumpur , Sungai Besi",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_15450278
2009 Toyota CAMRY 2.0 G FACELIFT (A) TRD BODY KIT,Toyota,Camry,2009,Sedan,Petrol - Unleaded (ULP),95 - 100K KM,Automatic,Brown,27999,RM 363/month,Used,5,"Kuala Lumpur , Sungai Besi",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_15559138
ORI 2019 Mitsubishi TRITON 2.4 VGT (A) FULL SPEC ATHLETE,Mitsubishi,Triton,2019,Pickup Truck,Diesel,70 - 75K KM,Automatic,White,83000,"RM 1,076/month",Used,5,"Selangor , Cheras",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_14607773
ORI 2017 Honda Accord 2.4 i-VTEC VTi-L Sedan (A),Honda,Accord,2017,Sedan,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,Black,77000,RM 998/month,Used,5,"Selangor , Cheras",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_15449779
2012 Toyota Camry 2.0 G Sedan,Toyota,Camry,2012,Sedan,Petrol - Unleaded (ULP),140 - 145K KM,Automatic,White,36800,RM 477/month,Used,5,"Johor , Skudai",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_15885032
2021 Suzuki Swift 1.4 Sport Hatchback,Suzuki,Swift,2021,Hatchback,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,White,115000,"RM 1,491/month",Used,5,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_15885030
2024 BMW X1 sDrive20i X-Line SUVs Demo Unit / Under BMW Manufacturing Warranty until 2029,BMW,X1,2024,SUV,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,White,238800,"RM 3,096/month",Used,5,"Kuala Lumpur , Jalan Kuching",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_15717652
2017 Mercedes-Benz E200 2.0 Avantgarde CKD Registered 2018 66K KM Done Free 2 Years Warranty,Mercedes-Benz,E200,2017,Sedan,Petrol - Unleaded (ULP),65 - 70K KM,Automatic,White,135800,"RM 1,761/month",Used,5,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_15294378
2003 Toyota Caldina 2.0,Toyota,Caldina,2003,Wagon,Petrol - Unleaded (ULP),120 - 125K KM,Automatic,Blue,19777,RM 256/month,Used,5,"Kedah , Alor Setar",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_15873163
2020 Toyota Alphard 2.5 G S C Package MPV,Toyota,Alphard,2020,MPV,Petrol - Unleaded (ULP),30 - 35K KM,Automatic,White,229000,"RM 2,969/month",Used,7,"Selangor , Puchong",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_15812598
2019 Porsche 911 3.0 Carrera 4S Coupe Akrapovic Exhaust System,Porsche,911,2019,Coupe,Petrol - Unleaded (ULP),40 - 45K KM,Automatic,Grey,756868,"RM 9,812/month",Used,4,"Kuala Lumpur , Chan Sow Lin",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3535&page_size=25#listing_15443484
2022 Christmas Sale Promo Subaru BRZ S STI Bodykit Carrozzeria Player 2.4cc (A),Subaru,BRZ,2022,Coupe,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,Grey,175000,"RM 2,269/month",Used,4,"Selangor , Subang Jaya",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_14810571
2023 Year End Promo Honda Civic Type R FL5 2.0cc (M),Honda,Civic,2023,Hatchback,Petrol - Unleaded (ULP),0 - 5K KM,Manual,White,289000,"RM 3,747/month",Used,4,"Selangor , Subang Jaya",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_15564503
2022 BMW M340i 3.0 xDrive (Sime Darby Auto Selection Glenmarie),BMW,M340i,2022,Sedan,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,White,298000,"RM 3,863/month",Used,5,"Selangor , Shah Alam",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_15838656
2003 Perodua Kelisa 1.0 EZL Hatchback. Direct Owner Sales. Free Tinted. Free Service. Best Condition For You.,Perodua,Kelisa,2003,Hatchback,Petrol - Unleaded (ULP),90 - 95K KM,Automatic,Silver,12999,RM 169/month,Used,5,"Johor , Johor Bahru",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_15599038
