Car Name,Car Brand,Car Model,Manufacture Year,Body Type,Fuel Type,Mileage,Transmission,Color,Price,Installment,Condition,Seating Capacity,Location,Sales Channel
2023 BMW iX xDrive40 Sport SUV - FREE WALLBOX AND LOWEST INTEREST RATE,BMW,iX,2023,SUV,Electric,0 - 5K KM,Automatic,Grey,298000,"RM 3,863/month",http://schema.org/UsedCondition,5,"Selangor, Shah Alam","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2023 BMW iX xDrive50 Sport SUV,BMW,iX,2023,SUV,Electric,0 - 5K KM,Automatic,Green,368000,"RM 4,771/month",http://schema.org/UsedCondition,5,"Selangor, Shah Alam","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2023 BMW iX 0.0 xDrive50 Sport SUV - FREE BMW WALLBOX & SPECIAL INTEREST RATE,BMW,iX,2023,SUV,Electric,0 - 5K KM,Automatic,White,368000,"RM 4,771/month",http://schema.org/UsedCondition,5,"Selangor, Shah Alam","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2020 Perodua Myvi 1.5 Hatchback,Perodua,Myvi,2020,Hatchback,Petrol - Unleaded (ULP),69241 KM,Automatic,Blue,47400,RM 615/month,http://schema.org/UsedCondition,5,"Perak, Ipoh","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2021 Perodua Myvi 1.5 Hatchback,Perodua,Myvi,2021,Hatchback,Petrol - Unleaded (ULP),51949 KM,Automatic,White,49900,RM 647/month,http://schema.org/UsedCondition,5,"Johor, Skudai","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2019 Honda City 1.5 Sedan,Honda,City,2019,Sedan,Petrol - Unleaded (ULP),102302 KM,Automatic,Grey,57000,RM 739/month,http://schema.org/UsedCondition,5,"Johor, Skudai","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2019 Perodua Myvi 1.5 Hatchback,Perodua,Myvi,2019,Hatchback,Petrol - Unleaded (ULP),107252 KM,Automatic,Red,43000,RM 557/month,http://schema.org/UsedCondition,5,"Johor, Skudai","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2019 Honda City 1.5 Sedan,Honda,City,2019,Sedan,Petrol - Unleaded (ULP),52577 KM,Automatic,Red,57400,RM 744/month,http://schema.org/UsedCondition,5,"Johor, Masai","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2019 Honda City 1.5 Sedan,Honda,City,2019,Sedan,Petrol - Unleaded (ULP),107820 KM,Automatic,Silver,61000,RM 791/month,http://schema.org/UsedCondition,5,"Pahang, Kuantan","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2019 Honda City 1.5 Sedan,Honda,City,2019,Sedan,Petrol - Unleaded (ULP),72128 KM,Automatic,White,55800,RM 723/month,http://schema.org/UsedCondition,5,"Melaka, Melaka","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2016 Perodua Myvi 1.3 Hatchback_No Hidden Fee,Perodua,Myvi,2016,Hatchback,Petrol - Unleaded (ULP),125797 KM,Automatic,Purple,29600,RM 384/month,http://schema.org/UsedCondition,5,"Kuala Lumpur, Jinjang Kepong","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2019 Perodua Myvi 1.3 Hatchback,Perodua,Myvi,2019,Hatchback,Petrol - Unleaded (ULP),88744 KM,Automatic,Blue,40400,RM 524/month,http://schema.org/UsedCondition,5,"Pahang, Kuantan","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2020 Perodua Myvi 1.5 Hatchback,Perodua,Myvi,2020,Hatchback,Petrol - Unleaded (ULP),73766 KM,Automatic,White,50000,RM 648/month,http://schema.org/UsedCondition,5,"Pahang, Kuantan","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2020 Perodua Myvi 1.5 Hatchback,Perodua,Myvi,2020,Hatchback,Petrol - Unleaded (ULP),65874 KM,Automatic,Red,45900,RM 595/month,http://schema.org/UsedCondition,5,"Pahang, Kuantan","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2016 Perodua Myvi 1.5 Hatchback,Perodua,Myvi,2016,Hatchback,Petrol - Unleaded (ULP),96666 KM,Automatic,White,34900,RM 452/month,http://schema.org/UsedCondition,5,"Perak, Ipoh","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2020 Proton X50 1.5 SUV,Proton,X50,2020,SUV,Petrol - Unleaded (ULP),82467 KM,Automatic,Orange,65000,RM 843/month,http://schema.org/UsedCondition,5,"Kuala Lumpur, Setiawangsa","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2019 Proton Saga 1.3 Sedan,Proton,Saga,2019,Sedan,Petrol - Unleaded (ULP),81122 KM,Automatic,White,30400,RM 394/month,http://schema.org/UsedCondition,5,"Kuala Lumpur, Jinjang Kepong","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
"2021 Maserati Levante 3.0 V6 GranSport P/Roof,Twin Elec Nappa Leather Seats,Surround Cam,HARMAN KARDON S/System,Power Boot,20 Inch Alloy Rims",Maserati,Levante,2021,SUV,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,White,393000,"RM 5,095/month",http://schema.org/RefurbishedCondition,5,"Selangor, Cyberjaya",Dealer
Mercedes-Benz w213 E200 2.0 AMG Sedan,Mercedes-Benz,E200,2016,Sedan,Petrol - Unleaded (ULP),75 - 80K KM,Automatic,Grey,135000,"RM 1,750/month",http://schema.org/UsedCondition,5,"Selangor, Batu Caves",Private
"Ramadan Offer 2013 Toyota Hilux D/Cab 3.0G Pickup Truck (A) - Multi-Function Steering, Full Leather Seat, Old Man Emu Suspension, ARB Canopy Acc.",Toyota,Hilux,2013,Pickup Truck,Diesel,150 - 155K KM,Automatic,Silver,47999,RM 622/month,http://schema.org/UsedCondition,5,"Selangor, Petaling Jaya","Dealer                                            
                            
                                            This seller is a member of the Federation of Motor & Credit Companies Association (FMC). FMC members have a record of accomplishment & fair dealing"
"RAMADAN OFFER 2007 Toyota Avanza 1.5 G MPV (A) - 7 Seater, Original Body Paint, Fabric Seat, Original Sport Rim, Clean Interior, Well Maintained",Toyota,Avanza,2007,MPV,Petrol - Unleaded (ULP),215 - 220K KM,Automatic,Gold,15999,RM 207/month,http://schema.org/UsedCondition,7,"Selangor, Petaling Jaya","Dealer                                            
                            
                                            This seller is a member of the Federation of Motor & Credit Companies Association (FMC). FMC members have a record of accomplishment & fair dealing"
2023 TOYOTA ALPHARD 2.5 Z (NEW CAR),Toyota,Alphard,2023,MPV,Petrol - Unleaded (ULP),70 - 75K KM,Automatic,White,359900,"RM 4,666/month",http://schema.org/RefurbishedCondition,7,"Kuala Lumpur, Sri Gombak","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2024 HONDA CIVIC TYPE R FL5 (MT) NEW CAR,Honda,Civic,2024,Hatchback,Petrol - Unleaded (ULP),0 - 5K KM,Manual,White,299900,"RM 3,888/month",http://schema.org/RefurbishedCondition,4,"Kuala Lumpur, Sri Gombak","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2024 TOYOTA ALPHARD 2.5 Z (NEW CAR),Toyota,Alphard,2024,MPV,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,White,385900,"RM 5,003/month",http://schema.org/RefurbishedCondition,7,"Kuala Lumpur, Sri Gombak","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2024 TOYOTA ALPHARD 2.5 Z (NEW CAR),Toyota,Alphard,2024,MPV,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,Black,383900,"RM 4,977/month",http://schema.org/RefurbishedCondition,7,"Kuala Lumpur, Sri Gombak","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2024 LEXUS RX350 F SPORT,Lexus,RX350,2024,SUV,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,White,419000,"RM 5,432/month",http://schema.org/RefurbishedCondition,5,"Kuala Lumpur, Sri Gombak","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2011 Land Rover Range Rover Sport 5.0 V8 HSE Import New Ori 83k KM Only,Land Rover,Range Rover Sport,2011,SUV,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,Black,89000,"RM 1,154/month",http://schema.org/UsedCondition,5,"Selangor, Petaling Jaya","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2020 Porsche Macan 3.0 S Facelift UK Spec Fully Loaded,Porsche,Macan,2020,SUV,Petrol - Unleaded (ULP),55 - 60K KM,Automatic,Beige,299800,"RM 3,887/month",http://schema.org/UsedCondition,5,"Selangor, Petaling Jaya","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2024 Toyota Alphard 2.5 Z MPV,Toyota,Alphard,2024,MPV,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,Black,358000,"RM 4,641/month",http://schema.org/RefurbishedCondition,7,"Johor, Johor Bahru","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
"Ford Ranger 2.2 XLT High Rider Dual Cab Pickup KING , NO OFF ROAD & NEW RIMS TYRES",Ford,Ranger,2016,Pickup Truck,Diesel,90 - 95K KM,Automatic,Orange,51800,RM 672/month,http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2019 Renault CAPTUR E6,Renault,Captur,2019,SUV,Petrol - Unleaded (ULP),55 - 60K KM,Automatic,Bronze,35000,RM 454/month,http://schema.org/UsedCondition,5,"Selangor, Subang Jaya","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
**BLACK EXTERIOR**  **RED LEATHER**  **SUNROOF**  2023 Lexus NX350 2.4 F Sport SUV,Lexus,NX350,2023,SUV,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,Black,328000,"RM 4,252/month",http://schema.org/RefurbishedCondition,5,"Kuala Lumpur, Jalan Kuching","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
**MODELLISTA**  **WIRELESS CHAGER**  2020 Toyota Vellfire 2.5 Z G Edition MPV,Toyota,Vellfire,2020,MPV,Petrol - Unleaded (ULP),35 - 40K KM,Automatic,White,218000,"RM 2,826/month",http://schema.org/RefurbishedCondition,7,"Kuala Lumpur, Jalan Kuching","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2019 Volkswagen Tiguan 1.4 280 TSI Highline SUV,Volkswagen,Tiguan,2019,SUV,Petrol - Unleaded (ULP),70 - 75K KM,Automatic,White,75800,RM 983/month,http://schema.org/UsedCondition,5,"Johor, Skudai","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2017/21 Toyota Vellfire 2.5 Z MPV 8 SEATER,Toyota,Vellfire,2017,MPV,Petrol - Unleaded (ULP),75 - 80K KM,Automatic,White,146800,"RM 1,903/month",http://schema.org/UsedCondition,8,"Johor, Skudai","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2015 Toyota Vios 1.5 J Sedan,Toyota,Vios,2015,Sedan,Petrol - Unleaded (ULP),70 - 75K KM,Automatic,White,36800,RM 477/month,http://schema.org/UsedCondition,5,"Johor, Skudai","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2019 Nissan Serena 2.0 S-Hybrid High-Way Star Premium MPV,Nissan,Serena,2019,MPV,Hybrid,65 - 70K KM,Automatic,White,83800,"RM 1,086/month",http://schema.org/UsedCondition,7,"Johor, Skudai","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2019 Toyota Camry 2.5 V Sedan,Toyota,Camry,2019,Sedan,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,White,127800,"RM 1,657/month",http://schema.org/UsedCondition,5,"Johor, Skudai","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2020 Mercedes-Benz AMG GT 53 3.0 4MATIC+ Coupe - GT43 - GT53 - GT63 - PANAMERA,Mercedes-Benz,AMG GT 53,2020,Coupe,Petrol - Unleaded (ULP),20 - 25K KM,Automatic,Black,480000,"RM 6,223/month",http://schema.org/RefurbishedCondition,4,"Selangor, Klang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2021 Toyota Yaris 1.5 E Hatchback,Toyota,Yaris,2021,Hatchback,Petrol - Unleaded (ULP),45 - 50K KM,Automatic,White,65800,RM 853/month,http://schema.org/UsedCondition,5,"Johor, Skudai","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2025 Toyota Vios 1.5 G Sedan,Toyota,Vios,2025,Sedan,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,Black,88600,"RM 1,149/month",http://schema.org/NewCondition,5,"Melaka, Melaka",Sales Agent Agent
2017 BMW 330e 2.0 M Sport Sedan,BMW,330e,2017,Sedan,Hybrid,95 - 100K KM,Automatic,White,67800,RM 879/month,http://schema.org/UsedCondition,5,"Johor, Skudai","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
Lexus NX250 2.5 VL VERSION LUXURY GRADE 5A 4CAM PANORAMIC ROOF HUD BSM 2022 JAPAN UNREG FREE WARRANTY TINTED COATING,Lexus,NX250,2022,SUV,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Red,266000,"RM 3,449/month",http://schema.org/RefurbishedCondition,5,"Kuala Lumpur, Cheras","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
RAYASALE 2023 Suzuki Jimny Sierra 1.5 JC Package SUV KENWOOD DUAL USB,Suzuki,Jimny Sierra,2023,SUV,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,Beige,146888,"RM 1,904/month",http://schema.org/RefurbishedCondition,4,"Selangor, Puchong","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
RAYADeal 2022 Toyota Voxy 2.0 S-Z MPV  NEW MODEL  2PD 7S PB,Toyota,Voxy,2022,MPV,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,White,181888,"RM 2,358/month",http://schema.org/RefurbishedCondition,7,"Selangor, Puchong","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
BIGSALE 2018 Mercedes-Benz CLA180 1.6 AMG Coupe,Mercedes-Benz,CLA180,2018,Coupe,Petrol - Unleaded (ULP),30 - 35K KM,Automatic,Silver,141888,"RM 1,839/month",http://schema.org/RefurbishedCondition,5,"Selangor, Puchong","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
BMW Z4 2.0 sDrive20i M Sport Convertible JAPAN SPEC HARMAN KARDON MEMORY SEAT ROASTER BMW LED LIGHT 2020 UNRG FREE WARRANTY,BMW,Z4,2020,Convertible,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,Blue,208000,"RM 2,697/month",http://schema.org/RefurbishedCondition,2,"Kuala Lumpur, Cheras","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2019 MINI Cooper Crossover S 2.0T (A) Recond,MINI,Crossover,2019,SUV,Petrol - Unleaded (ULP),45 - 50K KM,Automatic,Blue,138000,"RM 1,789/month",http://schema.org/RefurbishedCondition,5,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
Toyota GR86 2.4 RZ COUPE AUTOMATIC BLITZ EXHAUST TOMS RACING CROSS SPEED RIMS 2023 UNREG JAPAN FREE 5 YRS WARRANTY LIKE NEW CAR,Toyota,GR86,2023,Coupe,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Black,187000,"RM 2,424/month",http://schema.org/RefurbishedCondition,4,"Kuala Lumpur, Cheras","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2020 BMW 420i 2.0T M-Sport Coupe (A) Recond JP,BMW,420i,2020,Coupe,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,White,222000,"RM 2,878/month",http://schema.org/RefurbishedCondition,4,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
[GRADE 5A] 2023 MERCEDES-BENZ CLA35 2.0 AMG PERFORMANCE ADVANCE PACK 4MATIC COUPE F/L P/ROOF AMG BUCKET SEAT 4 CAMERA AMBIENT LIGHT (A) UNREG,Mercedes-Benz,CLA35 AMG,2023,Coupe,Petrol - Unleaded (ULP),8500 KM,Automatic,Black,320000,"RM 4,149/month",http://schema.org/RefurbishedCondition,5,"Kuala Lumpur, Setapak","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2022 Toyota Voxy 2.0 S-Z New Model (A) Recond 8 Years Warranty,Toyota,Voxy,2022,MPV,Petrol - Unleaded (ULP),40 - 45K KM,Automatic,Black,186000,"RM 2,411/month",http://schema.org/RefurbishedCondition,7,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2021 Toyota Alphard 2.5 SC (A) Recon 8 Years Warranty,Toyota,Alphard,2021,MPV,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,White,223000,"RM 2,891/month",http://schema.org/RefurbishedCondition,7,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2018 Proton Saga 1.3 Executive Sedan-well maintain -free 3 year warranty package (Jeffrey),Proton,Saga,2018,Sedan,Petrol - Unleaded (ULP),85 - 90K KM,Automatic,Silver,20800,RM 270/month,http://schema.org/UsedCondition,5,"Kuala Lumpur, Ampang Hilir","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2017 Mercedes-Benz E300 2.0 Coupe-Doctor owner / well maintained/ like new / free 3 year warranty package (Jeffrey ),Mercedes-Benz,E300,2017,Coupe,Petrol - Unleaded (ULP),95 - 100K KM,Automatic,White,179800,"RM 2,331/month",http://schema.org/UsedCondition,4,"Kuala Lumpur, Ampang Hilir","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2020 Toyota Harrier 2.0 Premium - Style Nior (A) Recond 8 Yrs Warranty,Toyota,Harrier,2020,SUV,Petrol - Unleaded (ULP),60 - 65K KM,Automatic,Black,135000,"RM 1,750/month",http://schema.org/RefurbishedCondition,5,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2022 Lexus NX350 F Sport (Grade 5) 2.4 Turbo 276hp Full Spec Panoramic Roof Head Up Display 360 Surround Camera Digital Meter Kick Power Boot Unreg,Lexus,NX350,2022,SUV,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Grey,293000,"RM 3,799/month",http://schema.org/RefurbishedCondition,5,"Kuala Lumpur, Cheras","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2022 Perodua Alza 1.5 AV MPV (A) DIRECT OWNER,Perodua,Alza,2022,MPV,Petrol - Unleaded (ULP),40 - 45K KM,Automatic,White,61999,RM 804/month,http://schema.org/UsedCondition,7,"Johor, Skudai",Sales Agent Agent
2022 Toyota Alphard 2.5 S-Spec (A) Recon 8 Years Warranty,Toyota,Alphard,2022,MPV,Petrol - Unleaded (ULP),35 - 40K KM,Automatic,White,190000,"RM 2,463/month",http://schema.org/RefurbishedCondition,7,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2022 Toyota Land Cruiser 3.3 Diesel Twin Turbo GR Sport (Grade 4.5A) Fully Loaded JBL 360 Surround Camera Head Up Display Cool Box Sun Roof Blind Spot,Toyota,Land Cruiser,2022,SUV,Diesel,10 - 15K KM,Automatic,White,418000,"RM 5,419/month",http://schema.org/RefurbishedCondition,5,"Kuala Lumpur, Cheras","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
"2023 Toyota Land Cruiser ZX Modelista (Grade 6A Original 2,000km) Twin Turbo Fully Loaded JBL Rear Entertainment 360 Camera 7 Seat HUD Sun Roof Unreg",Toyota,Land Cruiser,2023,SUV,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,White,458000,"RM 5,938/month",http://schema.org/RefurbishedCondition,7,"Kuala Lumpur, Cheras","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
"2021 Toyota Harrier Z Edition (Grade 4.5 Original 17,000km) JBL System Original 360 Surround Camera Head Up Display Kick Power Boot Pre Crash Unreg",Toyota,Harrier,2021,SUV,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Black,175000,"RM 2,269/month",http://schema.org/RefurbishedCondition,5,"Kuala Lumpur, Cheras","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2021 Lamborghini Huracan LP640-4 Evo 5.2 V10 (A) Recond,Lamborghini,Huracan,2021,Coupe,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,White,1420000,"RM 18,409/month",http://schema.org/RefurbishedCondition,2,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2024 Toyota Vellfire 2.4Turbo Z (A) Recon 8 Years Warranty,Toyota,Vellfire,2024,MPV,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Black,425000,"RM 5,510/month",http://schema.org/RefurbishedCondition,7,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2023 Toyota Alphard 2.5 Z New Model (A) Recon 8 Year Warranty,Toyota,Alphard,2023,MPV,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Black,330000,"RM 4,278/month",http://schema.org/RefurbishedCondition,7,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2021 Toyota Alphard 2.5 SC JBL Full Spec (A) Recon 8 Years Warranty,Toyota,Alphard,2021,MPV,Petrol - Unleaded (ULP),55 - 60K KM,Automatic,Black,232000,"RM 3,008/month",http://schema.org/RefurbishedCondition,7,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2022 Honda Civic 1.5T Hatchback FL1 (A) Recon 8 Years Warranty,Honda,Civic,2022,Hatchback,Petrol - Unleaded (ULP),35 - 40K KM,Automatic,Blue,163000,"RM 2,113/month",http://schema.org/RefurbishedCondition,5,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2023 Toyota Land Cruiser 3.5 ZX Petrol (A) Recon 8 Years Warranty,Toyota,Land Cruiser,2023,SUV,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,Black,460000,"RM 5,964/month",http://schema.org/RefurbishedCondition,7,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2020 Toyota Vellfire 2.5 ZG Pilot Seat (A) Recond 8 Years Warranty,Toyota,Vellfire,2020,MPV,Petrol - Unleaded (ULP),45 - 50K KM,Automatic,Black,208000,"RM 2,697/month",http://schema.org/RefurbishedCondition,7,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2021 Toyota Harrier 2.0 S-Spec (A) Recond 8 Years Warranty,Toyota,Harrier,2021,SUV,Petrol - Unleaded (ULP),65 - 70K KM,Automatic,Black,140000,"RM 1,815/month",http://schema.org/RefurbishedCondition,5,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2020 Mercedes-Benz A180 1.3 AMG Line Sedan (A) Recon 8 Years Warranty,Mercedes-Benz,A180,2020,Sedan,Petrol - Unleaded (ULP),45 - 50K KM,Automatic,Grey,166000,"RM 2,152/month",http://schema.org/RefurbishedCondition,5,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2020 Toyota Alphard 2.5 G SC PACKAGE  JBL RR ENTERTAINMENT DIM BSM 4 CAMERA,Toyota,Alphard,2020,MPV,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,Black,215000,"RM 2,787/month",http://schema.org/RefurbishedCondition,7,"Selangor, Petaling Jaya","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
HONDA CITY V IVTEC 1.5AT 2021 DP REDAH BLN RENDAH,Honda,City,2021,Sedan,Petrol - Unleaded (ULP),85 - 90K KM,Automatic,Black,72800,RM 944/month,http://schema.org/UsedCondition,5,"Selangor, Petaling Jaya","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
PROTON PERSONA PREMIUM 1.6AT 2016,Proton,Persona,2016,Sedan,Petrol - Unleaded (ULP),85 - 90K KM,Automatic,Grey,25800,RM 334/month,http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
